# Histgram data:
# Arg. Con.	Freq.

0.23712499999999997	1.0
0.239375	1.0
0.24162499999999998	4.0
0.243875	4.0
0.24612499999999998	8.0
0.248375	7.0
0.250625	11.0
0.25287499999999996	24.0
0.255125	31.0
0.25737499999999996	38.0
0.259625	63.0
0.26187499999999997	85.0
0.264125	165.0
0.266375	132.0
0.26862499999999995	231.0
0.270875	240.0
0.273125	561.0
0.275375	491.0
0.27762499999999996	702.0
0.279875	907.0
0.28212499999999996	1853.0
0.284375	1531.0
0.28662499999999996	1912.0
0.288875	2343.0
0.29112499999999997	4189.0
0.293375	3443.0
0.29562499999999997	3956.0
0.297875	4709.0
0.300125	7874.0
0.302375	6260.0
0.304625	6988.0
0.30687499999999995	7191.0
0.309125	12029.0
0.311375	8848.0
0.313625	9140.0
0.31587499999999996	9643.0
0.318125	14769.0
0.32037499999999997	10283.0
0.322625	9918.0
0.32487499999999997	9908.0
0.327125	13628.0
0.329375	8629.0
0.331625	8078.0
0.333875	7237.0
0.33612499999999995	9681.0
0.338375	5842.0
0.340625	5268.0
0.342875	4654.0
0.34512499999999996	6217.0
0.347375	3721.0
0.349625	3425.0
0.351875	3182.0
0.35412499999999997	4496.0
0.356375	2962.0
0.35862499999999997	2986.0
0.360875	3285.0
0.363125	5467.0
0.36537499999999995	4681.0
0.367625	5608.0
0.369875	6681.0
0.372125	12601.0
0.37437499999999996	10769.0
0.376625	12050.0
0.378875	13351.0
0.381125	23212.0
0.38337499999999997	16678.0
0.385625	17256.0
0.387875	17103.0
0.390125	24693.0
0.392375	14932.0
0.394625	14017.0
0.39687500000000003	12309.0
0.399125	15214.0
0.401375	8220.0
0.40362499999999996	6541.0
0.405875	7571.0
0.408125	3845.0
0.410375	3029.0
0.41262499999999996	2370.0
0.414875	2597.0
0.417125	1317.0
0.419375	1031.0
0.42162499999999997	738.0
0.423875	879.0
0.42612500000000003	410.0
0.428375	302.0
0.430625	227.0
0.432875	174.0
0.435125	144.0
0.437375	56.0
0.439625	50.0
0.44187499999999996	29.0
0.444125	27.0
0.446375	13.0
0.448625	10.0
0.45087499999999997	3.0
0.453125	1.0
0.45537500000000003	4.0
0.457625	4.0
0.459875	2.0
