# Histgram data:
# Arg. Con.	Freq.

0.24608	2.0
0.24824	3.0
0.25039999999999996	6.0
0.25256	7.0
0.25471999999999995	16.0
0.25688	23.0
0.25904000000000005	49.0
0.2612	61.0
0.26336000000000004	56.0
0.26552	73.0
0.26768000000000003	67.0
0.26983999999999997	99.0
0.272	209.0
0.27415999999999996	220.0
0.27632	222.0
0.27847999999999995	371.0
0.28064	427.0
0.28280000000000005	524.0
0.28496	1042.0
0.28712000000000004	868.0
0.28928	929.0
0.29144000000000003	1162.0
0.29359999999999997	1340.0
0.29576	1582.0
0.29791999999999996	1714.0
0.30008	3089.0
0.30223999999999995	2333.0
0.3044	2605.0
0.30656000000000005	2843.0
0.30872	3126.0
0.31088000000000005	3288.0
0.31304	5079.0
0.31520000000000004	3632.0
0.31736	3773.0
0.31952	3676.0
0.32167999999999997	3606.0
0.32384	3783.0
0.32599999999999996	5402.0
0.32816	3389.0
0.33032000000000006	3246.0
0.33248	3154.0
0.33464000000000005	2753.0
0.3368	2443.0
0.33896000000000004	3282.0
0.34112	1857.0
0.34328000000000003	1708.0
0.34543999999999997	1639.0
0.3476	1393.0
0.34975999999999996	1225.0
0.35192	1946.0
0.35408000000000006	1189.0
0.35624	1164.0
0.35840000000000005	1251.0
0.36056	1349.0
0.36272000000000004	1470.0
0.36488	1725.0
0.36704000000000003	3068.0
0.3692	2623.0
0.37136	3032.0
0.37351999999999996	3588.0
0.37568	4397.0
0.37783999999999995	4954.0
0.38	8751.0
0.38216000000000006	6403.0
0.38432	6887.0
0.38648000000000005	7154.0
0.38864	7187.0
0.39080000000000004	7114.0
0.39296	9613.0
0.39512	5566.0
0.39727999999999997	4890.0
0.39944	4063.0
0.40160000000000007	3604.0
0.40376	2907.0
0.40592000000000006	3401.0
0.40808	1655.0
0.41024000000000005	1291.0
0.4124	1025.0
0.41456000000000004	719.0
0.41672	531.0
0.41888000000000003	460.0
0.42103999999999997	538.0
0.4232	299.0
0.42536000000000007	214.0
0.42752	169.0
0.42968000000000006	91.0
0.43184	73.0
0.43400000000000005	77.0
0.43616	41.0
0.43832000000000004	29.0
0.44048	22.0
0.44264000000000003	12.0
0.4448	11.0
0.44696	16.0
0.4491200000000001	7.0
0.45128	3.0
0.45344000000000007	7.0
0.4556	6.0
0.45776000000000006	6.0
0.45992	6.0
