# Histgram data:
# Arg. Con.	Freq.

0.24506499999999998	5.0
0.247195	0.0
0.24932500000000002	6.0
0.251455	9.0
0.253585	3.0
0.25571499999999997	14.0
0.257845	15.0
0.25997499999999996	22.0
0.262105	22.0
0.264235	44.0
0.26636499999999996	63.0
0.268495	66.0
0.270625	104.0
0.27275499999999997	143.0
0.274885	168.0
0.277015	318.0
0.279145	317.0
0.281275	377.0
0.28340499999999996	465.0
0.285535	591.0
0.287665	711.0
0.28979499999999997	876.0
0.291925	1108.0
0.29405499999999996	1945.0
0.296185	1477.0
0.298315	1716.0
0.30044499999999996	1806.0
0.302575	2051.0
0.304705	2286.0
0.30683499999999997	2609.0
0.308965	4115.0
0.311095	2949.0
0.313225	2954.0
0.315355	3213.0
0.317485	3133.0
0.319615	3205.0
0.321745	3328.0
0.323875	3351.0
0.326005	4852.0
0.328135	3009.0
0.330265	2825.0
0.332395	2642.0
0.33452499999999996	2460.0
0.336655	2257.0
0.338785	1900.0
0.34091499999999997	1682.0
0.343045	2300.0
0.345175	1353.0
0.347305	1327.0
0.349435	1183.0
0.351565	1008.0
0.353695	1102.0
0.355825	1071.0
0.357955	1718.0
0.360085	1272.0
0.362215	1546.0
0.36434500000000003	1740.0
0.366475	2051.0
0.368605	2521.0
0.37073500000000004	3039.0
0.372865	3618.0
0.37499499999999997	6736.0
0.377125	5376.0
0.379255	5950.0
0.381385	6385.0
0.383515	6993.0
0.385645	7273.0
0.387775	7643.0
0.389905	7555.0
0.392035	10882.0
0.394165	6836.0
0.396295	6011.0
0.39842500000000003	5089.0
0.400555	4399.0
0.402685	3674.0
0.40481500000000004	3207.0
0.406945	3622.0
0.40907499999999997	1819.0
0.41120500000000004	1435.0
0.413335	1160.0
0.415465	883.0
0.41759500000000005	679.0
0.419725	521.0
0.421855	345.0
0.423985	491.0
0.426115	240.0
0.428245	152.0
0.430375	142.0
0.43250500000000003	106.0
0.434635	66.0
0.436765	83.0
0.43889500000000004	59.0
0.441025	53.0
0.443155	21.0
0.44528500000000004	24.0
0.447415	7.0
0.44954500000000003	8.0
0.45167500000000005	5.0
0.453805	6.0
0.455935	3.0
